collect_speed,collect_time,lens_stat/max,lens_stat/mean,lens_stat/min,lens_stat/std,n_collected_episodes,n_collected_steps,pred_dist_std_array_stat/0/max,pred_dist_std_array_stat/0/mean,pred_dist_std_array_stat/0/min,pred_dist_std_array_stat/0/std,returns_stat/max,returns_stat/mean,returns_stat/min,returns_stat/std,step
5471.3168279624,0.3743157386779785,33.0,15.875,8.0,9.22547424255252,8.0,2048.0,1.2019459009170532,1.1373159885406494,1.0636236667633057,0.01894240640103817,-94.59943841206842,-174.57794682530775,-317.8569948913896,87.52988104088033,2048
6062.672982998978,0.33780479431152344,,,,,0.0,2048.0,1.220178246498108,1.1437584161758423,1.0865106582641602,0.024867866188287735,,,,,4096
6017.7877014818305,0.34032440185546875,250.0,250.0,250.0,0.0,1.0,2048.0,1.2000056505203247,1.1208550930023193,0.9921888709068298,0.03832826018333435,-2521.1247570415635,-2521.1247570415635,-2521.1247570415635,0.0,6144
5914.311774045406,0.34627866744995117,,,,,0.0,2048.0,1.3378921747207642,1.200077772140503,0.8433367013931274,0.1482239067554474,,,,,8192
6016.856145610428,0.3403770923614502,,,,,0.0,2048.0,1.337726354598999,1.1408014297485352,0.8375483155250549,0.12752005457878113,,,,,10240
6048.08268827001,0.3386197090148926,,,,,0.0,2048.0,1.2076103687286377,0.9704179763793945,0.7451566457748413,0.08838852494955063,,,,,12288
6034.414402339038,0.3393867015838623,213.0,87.73333333333333,8.0,74.00672642101902,15.0,2048.0,1.0391185283660889,0.7292744517326355,0.5984052419662476,0.07005756348371506,-91.79822182778527,-1851.0437315106221,-4184.60369156211,1565.4657490522686,14336
6042.60284954156,0.3389267921447754,254.0,111.4,22.0,73.39237017565246,10.0,2048.0,1.356269121170044,0.8554719686508179,0.6331689357757568,0.14529526233673096,-327.2793390445331,-986.5106317568263,-2067.4396674046543,590.1170977767001,16384
6065.841069516904,0.3376283645629883,244.0,100.125,10.0,78.91995549289166,8.0,2048.0,1.355395793914795,0.9824591875076294,0.6507633924484253,0.1460588425397873,-96.75525567974455,-546.2644762508444,-1256.6223483949602,403.5048875799857,18432
6046.58836216454,0.3387033939361572,228.0,84.0,1.0,85.77878525602937,6.0,2048.0,1.3865251541137695,1.1099135875701904,0.7399341464042664,0.16254960000514984,-4.0006339778173015,-303.17189343683253,-928.5218444631164,326.747960206265,20480
6089.418432717794,0.3363211154937744,230.0,137.6,45.0,68.67488623943981,5.0,2048.0,1.307618498802185,1.0633255243301392,0.6487833261489868,0.17944025993347168,-18.506492997698544,-178.4533784997474,-458.6258199456186,150.69680227397131,22528
6119.991644259775,0.3346409797668457,148.0,100.0,52.0,48.0,2.0,2048.0,1.3301905393600464,1.1016364097595215,0.6447274088859558,0.1375488042831421,-378.4304943416087,-412.6077989742155,-446.78510360682225,34.17730463260676,24576
6125.411876115989,0.33434486389160156,203.0,110.0,17.0,93.0,2.0,2048.0,1.267490029335022,1.0598390102386475,0.6259379982948303,0.19064342975616455,-32.26159188343477,-44.48013403916144,-56.698676194888115,12.218542155726674,26624
6116.866938260475,0.3348119258880615,28.0,28.0,28.0,0.0,1.0,2048.0,1.3685578107833862,1.0642775297164917,0.6252649426460266,0.1825285404920578,-331.2768351293836,-331.2768351293836,-331.2768351293836,0.0,28672
6101.893584722845,0.3356335163116455,166.0,166.0,166.0,0.0,1.0,2048.0,1.285080075263977,0.9771212339401245,0.5948852896690369,0.23242805898189545,-42.777918856220026,-42.777918856220026,-42.777918856220026,0.0,30720
6101.044140218545,0.3356802463531494,237.0,177.0,84.0,56.87266478722445,4.0,2048.0,1.2300127744674683,0.9060178995132446,0.5492975115776062,0.2054688185453415,138.218946917562,13.743730403324822,-106.7947709420182,100.9197617990662,32768
6123.673912950493,0.334439754486084,206.0,206.0,206.0,0.0,1.0,2048.0,1.2674870491027832,0.8809427618980408,0.5414634943008423,0.19098463654518127,3.6035097614805665,3.6035097614805665,3.6035097614805665,0.0,34816
6117.725151804778,0.3347649574279785,162.0,101.5,41.0,60.5,2.0,2048.0,1.3043168783187866,0.9349417686462402,0.5189242362976074,0.1761111170053482,180.49933814766413,94.71580270084633,8.932267254028517,85.78353544681781,36864
6117.921224220315,0.33475422859191895,49.0,49.0,49.0,0.0,1.0,2048.0,1.3063130378723145,0.854310929775238,0.47106754779815674,0.19952648878097534,146.610614729989,146.610614729989,146.610614729989,0.0,38912
6118.112951623805,0.3347437381744385,255.0,163.0,71.0,92.0,2.0,2048.0,1.3777260780334473,0.8635262846946716,0.4623529314994812,0.20346012711524963,245.49820840831387,195.29014354499859,145.0820786816833,50.208064863315286,40960
5879.163846494479,0.34834885597229004,,,,,0.0,2048.0,1.1574158668518066,0.9172142744064331,0.5390123724937439,0.13585710525512695,,,,,43008
6067.567785278513,0.33753228187561035,,,,,0.0,2048.0,1.0679324865341187,0.9341918230056763,0.4125099182128906,0.19019515812397003,,,,,45056
6041.35765742639,0.33899664878845215,124.0,117.0,110.0,7.0,2.0,2048.0,1.255039930343628,0.8098115921020508,0.3661297559738159,0.2205686718225479,178.92538886156854,166.4006577347896,153.87592660801067,12.524731126778931,47104
6034.244840470633,0.33939623832702637,155.0,87.0,19.0,68.0,2.0,2048.0,1.1672605276107788,0.8096344470977783,0.4803272485733032,0.1549513041973114,174.05726244895254,172.17635259616793,170.29544274338332,1.8809098527846118,49152
5973.990059037937,0.3428194522857666,,,,,0.0,2048.0,1.1691153049468994,0.9226665496826172,0.5262166857719421,0.1327870637178421,,,,,51200
5873.620196107928,0.3486776351928711,203.0,203.0,203.0,0.0,1.0,2048.0,1.13023841381073,0.8588351011276245,0.40359216928482056,0.15524375438690186,305.0775041646312,305.0775041646312,305.0775041646312,0.0,53248
6126.8580191481815,0.33426594734191895,63.0,63.0,63.0,0.0,1.0,2048.0,1.0188887119293213,0.8805451393127441,0.380062460899353,0.19417743384838104,299.099860683623,299.099860683623,299.099860683623,0.0,55296
5979.150489194291,0.34252357482910156,107.0,107.0,107.0,0.0,1.0,2048.0,1.066046953201294,0.9277265071868896,0.3953476548194885,0.16932888329029083,177.49492194367014,177.49492194367014,177.49492194367014,0.0,57344
6111.800982876154,0.33508944511413574,138.0,138.0,138.0,0.0,1.0,2048.0,1.25923752784729,0.9310421347618103,0.39289599657058716,0.1944303661584854,157.8283326575954,157.8283326575954,157.8283326575954,0.0,59392
6100.736491630777,0.3356971740722656,,,,,0.0,2048.0,1.0401057004928589,0.8441011309623718,0.36764660477638245,0.21742914617061615,,,,,61440
6053.969250676408,0.3382904529571533,69.0,56.5,44.0,12.5,2.0,2048.0,1.1725618839263916,0.8151553869247437,0.2584896683692932,0.2643314301967621,325.68552872150127,132.84434478352333,-59.99683915445464,192.84118393797797,63488
6091.914565034697,0.3361833095550537,72.0,37.5,3.0,34.5,2.0,2048.0,1.1137741804122925,0.7282139658927917,0.25340840220451355,0.22909267246723175,327.65860756672066,125.78008705096704,-76.0984334647866,201.87852051575362,65536
5972.68161679428,0.3428945541381836,151.0,129.0,107.0,22.0,2.0,2048.0,1.1234158277511597,0.7303987741470337,0.28092819452285767,0.23488041758537292,410.87731890640816,357.7581290940374,304.6389392816665,53.11918981237082,67584
5975.760483574186,0.34271788597106934,98.0,79.5,61.0,18.5,2.0,2048.0,1.0930380821228027,0.7286747694015503,0.2825567424297333,0.22967714071273804,376.6740143750338,363.3841547133991,350.09429505176445,13.289859661634665,69632
5890.771369124443,0.34766244888305664,167.0,98.5,30.0,68.5,2.0,2048.0,1.0810105800628662,0.7218040227890015,0.30974113941192627,0.22216591238975525,375.6789535517922,274.8705914815564,174.0622294113207,100.80836207023575,71680
5873.122222039897,0.3487071990966797,242.0,141.0,40.0,101.0,2.0,2048.0,1.0706907510757446,0.7940577268600464,0.2733733654022217,0.24235685169696808,385.07421518961377,378.2954725478104,371.51672990600696,6.7787426418034045,73728
5892.129037922553,0.3475823402404785,,,,,0.0,2048.0,1.1800282001495361,0.7767775058746338,0.16006240248680115,0.2820063531398773,,,,,75776
6112.148889949885,0.3350703716278076,256.0,146.75,39.0,87.67375605048525,4.0,2048.0,1.1435978412628174,0.764234185218811,0.17618577182292938,0.2741946280002594,477.31647946533525,385.86358772195985,315.5213839204022,62.3141681548226,77824
6124.7480149676,0.334381103515625,151.0,151.0,151.0,0.0,1.0,2048.0,1.2354646921157837,0.6706376671791077,0.20582304894924164,0.2628410756587982,396.8675876355717,396.8675876355717,396.8675876355717,0.0,79872
6121.910757683092,0.334536075592041,60.0,60.0,60.0,0.0,1.0,2048.0,1.2537219524383545,0.7820538282394409,0.12373753637075424,0.3305899202823639,476.42357186510185,476.42357186510185,476.42357186510185,0.0,81920
6142.103612857187,0.3334362506866455,108.0,108.0,108.0,0.0,1.0,2048.0,1.263761043548584,0.863101601600647,0.0983906090259552,0.3461032509803772,484.47611232559206,484.47611232559206,484.47611232559206,0.0,83968
6107.016931993334,0.33535194396972656,244.0,217.0,190.0,27.0,2.0,2048.0,1.2976853847503662,0.7226408123970032,0.08345554023981094,0.33299779891967773,512.3371994622371,480.8885070324592,449.4398146026813,31.448692429777907,86016
6053.128830447681,0.33833742141723633,192.0,144.0,96.0,48.0,2.0,2048.0,1.278961420059204,0.6087983250617981,0.08510119467973709,0.2582456171512604,528.0443040237053,491.75899535938686,455.4736866950684,36.28530866431845,88064
6014.029522878691,0.34053707122802734,106.0,106.0,106.0,0.0,1.0,2048.0,1.306703805923462,0.5685359239578247,0.08606890588998795,0.2504974901676178,543.9719905811705,543.9719905811705,543.9719905811705,0.0,90112
6008.901210533495,0.34082770347595215,76.0,76.0,76.0,0.0,1.0,2048.0,1.2924180030822754,0.8331655263900757,0.10314133018255234,0.36815783381462097,533.870406491959,533.870406491959,533.870406491959,0.0,92160
6120.650113471589,0.33460497856140137,,,,,0.0,2048.0,1.2802664041519165,0.632872462272644,0.06289155781269073,0.3192436397075653,,,,,94208
6081.0940898961035,0.33678150177001953,188.0,111.0,57.0,55.89871793401586,3.0,2048.0,1.220547080039978,0.5847184658050537,0.06464257836341858,0.29618433117866516,509.74060242901317,476.2226032058249,414.65470362768394,43.59227546371212,96256
5922.503957214237,0.34579968452453613,,,,,0.0,2048.0,1.1813979148864746,0.5160161852836609,0.17360374331474304,0.20877233147621155,,,,,98304
5940.303706044702,0.34476351737976074,,,,,0.0,2048.0,1.130293607711792,0.6415029764175415,0.0625094324350357,0.3219652473926544,,,,,100352
6160.1983555946,0.3324568271636963,,,,,0.0,2048.0,1.0681513547897339,0.5198997855186462,0.059942830353975296,0.21605171263217926,,,,,102400
6075.36952319656,0.3370988368988037,,,,,0.0,2048.0,1.168487310409546,0.49519750475883484,0.13158632814884186,0.24956443905830383,,,,,104448
6048.508557402121,0.3385958671569824,,,,,0.0,2048.0,1.1461169719696045,0.3292580842971802,0.12397062033414841,0.2065497785806656,,,,,106496
6117.468098122372,0.3347790241241455,,,,,0.0,2048.0,0.9759664535522461,0.37372732162475586,0.10434795171022415,0.23206663131713867,,,,,108544
5957.603313534612,0.3437623977661133,,,,,0.0,2048.0,0.9861927628517151,0.3726932406425476,0.09918007254600525,0.2181190699338913,,,,,110592
5774.986649527577,0.3546328544616699,,,,,0.0,2048.0,0.9739522337913513,0.38203179836273193,0.08997717499732971,0.22923782467842102,,,,,112640
5883.911791339418,0.3480677604675293,,,,,0.0,2048.0,0.9507066011428833,0.43914932012557983,0.09733898937702179,0.1835825890302658,,,,,114688
6033.3378463137715,0.3394472599029541,,,,,0.0,2048.0,0.900226891040802,0.37837255001068115,0.07382699102163315,0.19127242267131805,,,,,116736
6051.367691368036,0.3384358882904053,50.0,50.0,50.0,0.0,1.0,2048.0,1.1125822067260742,0.4022493362426758,0.07088766247034073,0.24414168298244476,6309.326918281578,6309.326918281578,6309.326918281578,0.0,118784
6046.047861977319,0.3387336730957031,,,,,0.0,2048.0,1.1796460151672363,0.4732832908630371,0.07930056005716324,0.3107903003692627,,,,,120832
6087.213347468437,0.3364429473876953,,,,,0.0,2048.0,1.1821351051330566,0.4138070344924927,0.07351715117692947,0.3403136432170868,,,,,122880
6018.567732524125,0.34028029441833496,,,,,0.0,2048.0,1.1809401512145996,0.34585464000701904,0.06213013827800751,0.30336999893188477,,,,,124928
5853.810758963588,0.3498575687408447,57.0,57.0,57.0,0.0,1.0,2048.0,0.9570758938789368,0.3333852291107178,0.0991864800453186,0.16130968928337097,6648.350720586084,6648.350720586084,6648.350720586084,0.0,126976
6074.639137521966,0.337139368057251,,,,,0.0,2048.0,1.1928588151931763,0.3736460208892822,0.1252482831478119,0.23479169607162476,,,,,129024
6098.579490157712,0.3358159065246582,,,,,0.0,2048.0,1.2196139097213745,0.42580363154411316,0.11139202862977982,0.32076752185821533,,,,,131072
