actor_loss/max,actor_loss/mean,actor_loss/min,actor_loss/std,ent_loss/max,ent_loss/mean,ent_loss/min,ent_loss/std,gradient_steps,loss/max,loss/mean,loss/min,loss/std,smoothed_loss/actor_loss,smoothed_loss/ent_loss,smoothed_loss/gradient_steps,smoothed_loss/loss,smoothed_loss/vf_loss,step,train_time,vf_loss/max,vf_loss/mean,vf_loss/min,vf_loss/std
0.0038392972201108932,-0.018955091113457456,-0.04448924958705902,0.010252582940905476,1.3820339441299438,1.3750941038131714,1.3715072870254517,0.0024339627264601768,80.0,3942.614501953125,3314.6933532714843,2670.318359375,273.3828150709579,-0.018955091113457456,1.3750941038131714,80.0,3314.6933532714843,6629.452008056641,1,0.46198487281799316,7885.24853515625,6629.452008056641,5340.712890625,546.7621877365597
0.002504482865333557,-0.027606320520862936,-0.060516856610774994,0.012188013392385835,1.3810683488845825,1.364057832956314,1.352872610092163,0.006333613234712423,80.0,3645.416015625,3144.1994598388674,2705.053955078125,229.253973459733,-0.023280705817160196,1.3695759683847428,80.0,3229.4464065551756,6458.966744995118,2,0.23764705657958984,7290.9013671875,6288.481481933593,5410.15966796875,458.5028018571539
0.0005750544369220734,-0.024731587036512792,-0.046968571841716766,0.011345639564095381,1.372255563735962,1.338281837105751,1.325747013092041,0.009009392063952855,80.0,1249.0250244140625,905.9997535705567,657.4284057617188,103.39746145095256,-0.02376433289027773,1.3591445912917457,80.0,2454.964188893636,4910.003078715007,3,0.27834010124206543,2498.08251953125,1812.075746154785,1314.9461669921875,206.79387133062195
0.021093519404530525,-0.01059841473470442,-0.04245034605264664,0.012077228123313638,1.2838951349258423,1.2509205594658852,1.2225134372711182,0.013525142841439682,80.0,2071.56787109375,1375.2828224182128,866.1395874023438,233.2796874420685,-0.020472853351384403,1.3320885833352805,80.0,2185.04384727478,4370.155270004273,4,0.31851959228515625,4143.1787109375,2750.6118438720705,1732.33837890625,466.5505365021378
0.0035785064101219177,-0.020594700740184636,-0.04345422983169556,0.011229824705931694,1.32708740234375,1.2882600352168083,1.2706832885742188,0.010258622380821166,80.0,1547.7044677734375,1189.1165580749512,900.996826171875,136.77912011127415,-0.02049722282914445,1.323322873711586,80.0,1985.8583894348144,3971.784227600098,5,0.4199223518371582,3095.440673828125,2378.3000579833983,1802.0242919921875,273.5546282465181
0.012779965996742249,-0.021583785524126143,-0.04765988141298294,0.011892819583072319,1.3004987239837646,1.2328934460878371,1.19545578956604,0.022885799316747973,80.0,87.68450164794922,41.62002687454223,18.86612319946289,14.443558301670931,-0.0206783166116414,1.3082513024409612,80.0,1661.8186623414356,3323.704836114248,6,0.2845010757446289,175.39501953125,83.30787868499756,37.776573181152344,28.879068371191146
0.042426347732543945,0.004949632403440774,-0.021918943151831627,0.013319890907294728,1.0801308155059814,1.0503792196512223,1.029676914215088,0.009740178627037046,80.0,2974.568603515625,1402.327195739746,665.668212890625,621.673027271221,-0.017017181038058233,1.2714124334709986,80.0,1624.7484528269085,3249.556359945025,7,0.24599838256835938,5949.16455078125,2804.6655029296876,1331.3585205078125,1243.3345399946336
0.0013010259717702866,-0.005503827083157375,-0.018329165875911713,0.004704536226441235,1.2273683547973633,1.205762904882431,1.1851717233657837,0.009880800835199327,80.0,4343.716796875,3235.454150390625,2540.017333984375,432.67082126763745,-0.015578011793695622,1.2632062423974277,80.0,1826.086665022373,3652.2297402143477,8,0.2544522285461426,8687.45703125,6470.94340209961,5080.07080078125,865.336451859072
0.0015436531975865364,-0.014944826188730076,-0.03313474729657173,0.009639588682071569,1.2829532623291016,1.2641719371080398,1.2537733316421509,0.005900899037250627,80.0,1459.0216064453125,1172.0613975524902,926.9473876953125,114.01769932775696,-0.01550765783758834,1.263313541809718,80.0,1753.4171908590527,3506.8906530380245,9,0.28351283073425293,2918.070068359375,2344.1779556274414,1853.938720703125,228.03224777556488
0.017052996903657913,-0.013675139209954067,-0.03805013746023178,0.011179357365351795,1.2779967784881592,1.2595897346735,1.2431436777114868,0.007866652202414661,80.0,499.8056640625,319.28344440460205,149.51646423339844,73.48019147122407,-0.015324405974824911,1.2629411610960963,80.0,1610.0038162136075,3220.0635307502744,10,0.29424047470092773,999.6904296875,638.6194301605225,299.07159423828125,146.96611051803475
