best_reward,best_reward_std,best_score,step,test_episode,test_step,timing/test_time,timing/total_time,timing/train_time,timing/train_time_collect,timing/train_time_update,timing/update_speed,train_episode,train_step,update_step
2925.3767922432417,0.0,2925.3767922432417,1,8.0,52680.0,0.0,18.671092748641968,18.671092748641968,0.0,2.1436684131622314,1096.8827735853652,0.0,20480.0,10.0
2925.3767922432417,0.0,2925.3767922432417,2,12.0,53552.0,0.0,23.143084287643433,23.143084287643433,0.0,3.9964077472686768,1769.8591722223207,0.0,40960.0,20.0
2925.3767922432417,0.0,2925.3767922432417,3,16.0,54424.0,0.0,28.545321226119995,28.545321226119995,0.0,6.772377967834473,2152.366740360245,8.0,61440.0,30.0
7316.225406463451,0.0,7316.225406463451,4,20.0,86128.0,0.0,42.896692514419556,42.896692514419556,0.0,10.198089599609375,1909.7043431137008,8.0,81920.0,40.0
7316.225406463451,0.0,7316.225406463451,5,24.0,113068.0,0.0,55.1648313999176,55.1648313999176,0.0,13.008292198181152,1856.2551067663182,8.0,102400.0,50.0
7316.225406463451,0.0,7316.225406463451,6,28.0,136868.0,0.0,67.21134519577026,67.21134519577026,0.0,16.282688856124878,1828.2627678717115,16.0,122880.0,60.0
7316.225406463451,0.0,7316.225406463451,7,32.0,160008.0,0.0,79.0080771446228,79.0080771446228,0.0,19.62252640724182,1814.498025785164,16.0,143360.0,70.0
7316.225406463451,0.0,7316.225406463451,8,36.0,182312.0,0.0,90.37516903877258,90.37516903877258,0.0,22.799684286117554,1812.8873422046897,24.0,163840.0,80.0
7316.225406463451,0.0,7316.225406463451,9,40.0,205096.0,0.0,101.26621580123901,101.26621580123901,0.0,25.26959252357483,1820.1529359186818,24.0,184320.0,90.0
7316.225406463451,0.0,7316.225406463451,10,44.0,207884.0,0.0,106.89348220825195,106.89348220825195,0.0,27.77203059196472,1915.9259832232303,32.0,204800.0,100.0
7316.225406463451,0.0,7316.225406463451,11,48.0,209304.0,0.0,111.91213250160217,111.91213250160217,0.0,30.05087947845459,2013.007838955931,32.0,225280.0,110.0
7316.225406463451,0.0,7316.225406463451,12,52.0,236884.0,0.0,123.88819432258606,123.88819432258606,0.0,32.18215847015381,1983.7241259653704,40.0,245760.0,120.0
7316.225406463451,0.0,7316.225406463451,13,56.0,251688.0,0.0,133.77389240264893,133.77389240264893,0.0,35.674967765808105,1990.2239160286858,40.0,266240.0,130.0
7316.225406463451,0.0,7316.225406463451,14,60.0,271176.0,0.0,144.38121795654297,144.38121795654297,0.0,38.84329700469971,1985.8538669918917,45.0,286720.0,140.0
7316.225406463451,0.0,7316.225406463451,15,64.0,274916.0,0.0,150.57325506210327,150.57325506210327,0.0,41.682958126068115,2040.2029555202,48.0,307200.0,150.0
