best_reward,best_reward_std,best_score,step,test_episode,test_step,timing/test_time,timing/total_time,timing/train_time,timing/train_time_collect,timing/train_time_update,timing/update_speed,train_episode,train_step,update_step
-2702.9562044448703,0.0,-2702.9562044448703,1,8.0,15412.0,0.0,15.210970401763916,15.210970401763916,0.0,4.475012540817261,1346.3966768106438,0.0,20480.0,10.0
-2702.9562044448703,0.0,-2702.9562044448703,2,12.0,20028.0,0.0,24.64114212989807,24.64114212989807,0.0,8.35010290145874,1662.2606121126835,0.0,40960.0,20.0
-2702.9562044448703,0.0,-2702.9562044448703,3,16.0,36972.0,0.0,39.2317636013031,39.2317636013031,0.0,11.73113465309143,1566.0779521509771,8.0,61440.0,30.0
-2702.9562044448703,0.0,-2702.9562044448703,4,20.0,55372.0,0.0,54.662355184555054,54.662355184555054,0.0,14.928231477737427,1498.6547821332558,10.0,81920.0,40.0
-2702.9562044448703,0.0,-2702.9562044448703,5,24.0,73948.0,0.0,69.64710521697998,69.64710521697998,0.0,18.31445574760437,1470.2692908912868,16.0,102400.0,50.0
-2702.9562044448703,0.0,-2702.9562044448703,6,28.0,92716.0,0.0,85.21943926811218,85.21943926811218,0.0,21.85892939567566,1441.9245310146018,17.0,122880.0,60.0
-2702.9562044448703,0.0,-2702.9562044448703,7,32.0,113328.0,0.0,102.80924367904663,102.80924367904663,0.0,26.104748964309692,1394.4271436092467,24.0,143360.0,70.0
-2702.9562044448703,0.0,-2702.9562044448703,8,36.0,132920.0,0.0,118.76013517379761,118.76013517379761,0.0,29.51330542564392,1379.587516974707,25.0,163840.0,80.0
3164.04203904527,0.0,3164.04203904527,9,40.0,148660.0,0.0,132.47734928131104,132.47734928131104,0.0,33.00977420806885,1391.3321862185128,33.0,184320.0,90.0
3164.04203904527,0.0,3164.04203904527,10,44.0,164996.0,0.0,146.45759391784668,146.45759391784668,0.0,36.21665024757385,1398.3569886780992,34.0,204800.0,100.0
3164.04203904527,0.0,3164.04203904527,11,48.0,183500.0,0.0,161.71569561958313,161.71569561958313,0.0,39.34213066101074,1393.0620595414828,34.0,225280.0,110.0
