best_reward,best_reward_std,best_score,step,test_episode,test_step,timing/test_time,timing/total_time,timing/train_time,timing/train_time_collect,timing/train_time_update,timing/update_speed,train_episode,train_step,update_step
-19.962019626637904,0.0,-19.962019626637904,1,8.0,2380.0,0.0,5.4544947147369385,5.4544947147369385,0.0,2.1623547077178955,3754.701594020651,24.0,20480.0,10.0
207.23519530698246,0.0,207.23519530698246,2,12.0,5772.0,0.0,11.316995620727539,11.316995620727539,0.0,4.749965667724609,3619.335146245006,36.0,40960.0,20.0
207.23519530698246,0.0,207.23519530698246,3,16.0,6580.0,0.0,15.852059841156006,15.852059841156006,0.0,6.723461866378784,3875.8369963054283,37.0,61440.0,30.0
207.23519530698246,0.0,207.23519530698246,4,20.0,7596.0,0.0,21.186716556549072,21.186716556549072,0.0,9.450611114501953,3866.573651530611,76.0,81920.0,40.0
224.03180955478183,0.0,224.03180955478183,5,24.0,8900.0,0.0,26.25267505645752,26.25267505645752,0.0,11.780176162719727,3900.5548874461115,114.0,102400.0,50.0
285.874743406977,0.0,285.874743406977,6,28.0,12956.0,0.0,32.70195293426514,32.70195293426514,0.0,14.822983980178833,3757.573752460705,121.0,122880.0,60.0
285.874743406977,0.0,285.874743406977,7,32.0,14260.0,0.0,38.815659284591675,38.815659284591675,0.0,18.209370374679565,3693.3547604821542,129.0,143360.0,70.0
285.874743406977,0.0,285.874743406977,8,36.0,15608.0,0.0,45.062908411026,45.062908411026,0.0,21.695899963378906,3635.806160259101,156.0,163840.0,80.0
285.874743406977,0.0,285.874743406977,9,40.0,18612.0,0.0,51.15358352661133,51.15358352661133,0.0,24.595906019210815,3603.266619710275,178.0,184320.0,90.0
285.874743406977,0.0,285.874743406977,10,44.0,20044.0,0.0,56.68957757949829,56.68957757949829,0.0,27.378711223602295,3612.657012883893,179.0,204800.0,100.0
314.1257541115557,0.0,314.1257541115557,11,48.0,23144.0,0.0,62.248486042022705,62.248486042022705,0.0,29.77101969718933,3619.0438406472726,187.0,225280.0,110.0
343.8945504144915,0.0,343.8945504144915,12,52.0,26112.0,0.0,68.45230484008789,68.45230484008789,0.0,32.870155811309814,3590.237035467577,220.0,245760.0,120.0
343.8945504144915,0.0,343.8945504144915,13,56.0,28748.0,0.0,74.78285765647888,74.78285765647888,0.0,36.17654252052307,3560.1741942384047,245.0,266240.0,130.0
558.0590450712624,0.0,558.0590450712624,14,60.0,32068.0,0.0,80.7583236694336,80.7583236694336,0.0,38.9645893573761,3550.3461064103453,255.0,286720.0,140.0
579.1950100702857,0.0,579.1950100702857,15,64.0,35560.0,0.0,86.91567158699036,86.91567158699036,0.0,41.83487939834595,3534.46040732178,268.0,307200.0,150.0
579.1950100702857,0.0,579.1950100702857,16,68.0,37024.0,0.0,91.89573669433594,91.89573669433594,0.0,44.015320777893066,3565.7802177475423,283.0,327680.0,160.0
